	length
FAM71C	1628.7949999999998
DCUN1D3	3635.0672970966134
FBXL16	2872.6666666666665
CCDC121	1714.5755973403311
PPIE	980.541965523512
H1FOO	775.0
WFDC11	474.185
BAIAP3	3989.8322242905892
ZNF404	1677.6927013200825
HKR1	1116.7053427457327
SLC34A1	1511.9621666666667
DTX2	989.0422599834508
ACTL9	1172.2
RCHY1	2783.1517455468083
SYNE4	805.0
SAGE1	2383.911666666667
MTURN	3274.1344919170997
HSPA5	3740.795
ZNF283	2083.85273550073
DPY19L2	1215.75
PSEN1	2628.3409944662008
SH3GL3	1758.625
LY6G5C	680.9746428571428
USP9X	8993.694172616051
ECE2	1664.6010272476092
ANO5	6483.795
ATF7IP2	1874.8857855114147
GALNT14	2136.88
ZNF410	1240.5464119543944
LILRB1	1314.2882805343963
MBOAT1	1626.795
C12orf40	2051.075
CYP4F12	1194.6311666666666
SLC6A18	1953.795
NLRC3	5823.453749148691
CD19	1733.0000001504045
FAM193A	2878.522750735974
FAM187B	1016.795
SAV1	2686.181057328812
PPP1R42	984.0
PRPSAP1	1920.7599646585732
RNF40	2349.0079542157587
RNF135	1602.2835875273777
TRPM8	5092.0
IQUB	2894.5
ASCC3	6312.635782030123
SCN4B	3129.1074287436913
MC5R	1004.0050000000001
TAF7L	1879.2618876583088
DIAPH2	4860.290990913123
SCAPER	2619.348128258037
CREG2	6215.795
CAMKK2	3656.0292798950336
RALGPS2	3272.7815938482663
MRPS33	876.5603417868502
PIAS2	4449.132146270329
CRIPAK	4270.795
PPT2	1150.4407607779303
MED14	6281.126779304997
TMEM256-PLSCR3	1193.537013329409
VPS37A	1473.7398246420394
FCAMR	1759.5949486129975
ARID1A	5428.734774781889
PRPF3	2265.795
YARS2	1954.795
NUPR1	1801.018884270512
GTPBP3	2340.4160360203336
GRHL1	2244.609709659425
CHCHD5	846.8487616856243
NUP98	4024.407422157138
LIMS2	1653.1989900067874
VPS37D	1359.5820448816226
SLC22A1	1169.923028638545
DYNC1I1	1080.2635156034935
AQP10	1827.5
CRMP1	2813.844674653433
AHCYL2	2776.4536571055705
NKX2-6	738.797
MTSS1	3135.240792101461
PCM1	4958.746613462037
SLITRK5	20935.8
TMEM33	3553.6665579172295
HPS1	2340.172249360454
TTC29	1278.0131666666666
HMGCS1	3206.2602820282527
ODF3	654.462
VIPR1	2113.1051592488593
ZNF550	2777.1968627019833
CYTH2	3640.3026286573186
ZBTB2	2922.795
BET1L	2003.585729282628
ENTHD1	2542.795
CHMP6	1050.700505994097
GGA1	1691.96617998977
C14orf28	1910.3748797604078
ANGPT2	3461.938586974627
RIC8A	2217.752524288111
CEP295	4153.087942124308
ATXN2L	2901.3756367124734
ZNF7	1821.240671115027
CUL1	2863.735864386761
C21orf2	1805.613326865025
C8orf34	2173.9322454883118
MAGEB18	1643.795
MTHFD2L	1292.2713256733891
FBXW5	1865.1468363261488
MIEF1	4305.23013278935
CDK20	1884.8
HMGB3	1169.1987703199916
TCTEX1D2	505.82649999999995
KLK2	367.28999999999996
IPO11	3006.491562382955
LMNB2	4503.795
ZNF580	1006.8313077613816
ZNF784	1822.0
C5orf22	2103.1154140944527
SOX2	2345.795
SLC47A2	1793.2116666666666
GSG2	2629.795
ZNF579	2206.290231609653
SCNN1D	2293.0941812416054
UBE2I	1414.9730693027122
PACS2	2888.391158695631
GYLTL1B	1750.2653148724085
CEP57	2188.050857166686
HNRNPM	1361.6602745387918
MSC	1855.795
CTNNAL1	2187.6440212012767
PGA3	1428.0
AMPH	2754.566399237159
SHQ1	1941.2169997721871
P2RY13	2596.795
CLGN	2621.0
SPINK6	367.9615
MARVELD2	3008.5208927179906
C11orf71	319.51423407780436
PPM1A	3066.902497167627
SPATA31E1	4310.795
CABP4	2360.0
YLPM1	4852.280991504269
LACC1	3113.351522445918
OR52K2	899.797
KIAA0319L	3428.1720517629237
CEP152	4881.866284382535
PRKRA	1560.6788836119786
TUBD1	1129.6756823232924
ORMDL1	1163.5594715314887
BBX	3328.8673809066768
C14orf177	710.8657499999999
PDXDC1	2398.4154964114277
MRPS11	3445.0
DMRTA1	5401.795
RMI1	2302.1931136218027
SNX22	3446.795
ASB4	3626.0
FLNC	8916.0
CLVS1	590.2573914735293
RPRM	1303.795
NEU4	1127.6666666666667
HAO2	1203.125375
RNF10	1870.176096696263
MEIOB	1495.0
CEP192	6343.691160831441
CCZ1	1644.9809837785938
IQCE	2172.7154446367754
VENTX	2743.795
KLHL38	1814.795
WFDC9	491.8265
KLK3	863.7723888888888
HMGB1	1416.2829438854828
OAZ2	1443.1002821601633
UPB1	1826.1098867159926
ARHGEF4	3579.5797290588325
SLC4A1AP	2395.834720657649
NIM1K	2422.0
GRTP1	1234.9930431369712
MAF	5362.50117558803
KIF15	4328.476957421755
C11orf16	1699.6999999999998
FAXDC2	1770.125892360681
EFCAB12	1493.112
MROH1	4044.1713912229247
GHRHR	1192.32425
NFKBIZ	2031.3196643669185
HSD11B2	1732.795
GTPBP6	1739.795
TRAF7	3219.6632927099795
OR4F4	886.797
SLC22A24	1767.240609042728
PORCN	1388.8320465016682
ABCF1	2310.4349921140065
SCMH1	2960.373397820641
RPS10	482.5820125095937
TAC4	425.533
AHCTF1	5920.963918504902
SLC37A3	1918.5235049279022
LCE1D	263.7605
ITLN1	1015.795
OR10A7	783.797
TLK2	1423.0165954075587
VGLL2	1786.63
SNX18	4828.579362887749
EID2B	1697.7949999999998
PIBF1	2697.4460845739122
PTPRCAP	1124.795
ACOT4	2194.795
CCR8	986.0142153087434
SGSH	1165.268134027318
FGFR1	2180.6163828866574
CUL4A	2872.6812674529074
ZNF639	1928.0463531709238
RWDD4	1888.2931066068634
SLC36A4	2740.0
ITM2C	1592.1535981186717
RIIAD1	911.5
TMIE	1656.795
CRELD1	1855.58615605064
PEG3	6025.452845795345
TMEM176B	981.2353190984902
ARL6IP6	2637.795
IFT80	2237.2672878656917
SSH1	8746.363633843326
C3orf80	2409.795
VNN2	1214.0021869026298
B3GNT5	3296.1181808392184
GDNF	3439.0373096090484
COX6B2	1745.0
PRNT	1933.9416666666666
KIR3DL1	1553.9798523980003
SPAG11A	387.0
KDSR	2920.885694087244
TNFRSF12A	740.7760930248388
C4orf17	1926.8799999999999
MAGED1	2579.734459362
CCDC66	2870.685294384134
VSIG2	990.1451335363826
ZBTB33	4756.615834096566
PLEKHJ1	1229.4118239340196
TNNI3K	994.25
LARP1B	2445.970235226068
ZNF609	7562.8635553785025
TMEM150B	466.81754230957097
ERGIC1	2585.2749137832784
PTPMT1	683.6767537897884
ERICH3	4414.5
SUMO4	898.797
RIT2	874.5138333333333
AATK	3478.600833333333
GSTM4	1303.1029437386226
ATP13A2	2032.728069802294
HARBI1	1455.408481792645
IMPDH2	1410.6177220654465
TRIML2	1305.625
ZNF518B	5249.815328373601
LENG8	2454.9873513145167
APOLD1	4498.61093400356
FHL5	1742.54
ZKSCAN5	3365.445910914509
EDDM3B	728.7969999999999
ETV3	4449.338782900906
ACAP2	4743.104471814669
YME1L1	2998.269327947051
ZNF274	2186.684015194429
CHRNA3	3002.205
DCAF8	1705.5920075493254
DCBLD2	5078.3614379364935
EDDM3A	556.5
OR5AK2	828.797
KLK15	661.347375
ZFP42	2290.6666666666665
STK11	2310.8545373221586
LCORL	5044.886528457158
GSX2	1252.7833333333333
NDUFAF3	763.8760347158341
ADGB	1281.3011714285713
DKK3	2412.0319408088826
HACD1	1043.3333333333333
TAGAP	2508.0
TPRXL	400.4899122249942
VIPAS39	2352.3952852507273
FLII	3141.369015732373
TMEM86B	1469.795
NOC2L	2622.795
CARM1	2523.0
ANO2	2385.0603821920336
MARCO	1639.0
NR2F1	3028.8622932417493
PAK2	5197.803777019704
RPAIN	989.9899931363151
RBBP8	1760.2531144706495
PRM3	257.86850000000004
TIMM22	3026.7950000000005
GALK2	1827.8732463278313
ZSCAN2	1361.6287726642338
CABYR	862.9194961005585
OR5M8	768.797
FAM9B	1565.6007622771208
CETN1	1590.795
C16orf58	2156.7423913068665
MMS19	2422.3179913252557
ATP10B	5835.189268582983
GBA	2088.857170673879
TMEM151A	2394.795
SLC16A6	2323.3030344066274
GOLGA8R	1728.795
SENP6	3215.6786316767602
AK4	5000.207655281534
KHDRBS1	2476.3688434206233
EXOSC3	1416.876803022052
NETO1	1543.2810857786885
CDCA8	2224.200158705973
OR6C70	771.797
FAM186A	2363.2993010224855
SEPHS1	1702.2037950371964
CCDC107	910.9734050531943
FAM174B	1413.3770938866896
TRIM26	2369.7698272613334
BRF1	3663.6834143150754
SMAD3	3114.5291638410886
TANGO2	1708.0939296637528
XKR4	19704.35
C11orf87	5716.795
PRR14L	7801.5377603599
ADI1	2563.667501953218
MIPOL1	3257.0
KPNA7	1557.795
SP1	5200.501590880576
SLC25A18	2045.0
OR7A17	859.797
FANCF	4101.795
BTBD6	1807.2221576192537
TNFAIP8L1	3646.79500006606
DNAH8	12739.2
UBALD2	932.991851341108
TOB2	4095.299130476823
PSG3	1492.6833333333334
JMJD1C	7572.349639879705
DZIP1L	1667.146861294893
IFNLR1	3224.848825228356
TNFAIP8L3	2094.795
BRAP	2785.113650538263
CCDC60	1161.6905
LRRC37B	1299.9939222622215
ATP11C	5195.010154601402
NT5DC4	1599.795
OXCT2	1658.795
MC2R	3486.41
TRAK1	4442.452743975688
ZNF84	2898.99919539566
FAM110C	3592.795
FUT10	3398.7253575019095
SERPINA7	1956.35
SERHL2	591.0540000000001
PARPBP	1818.129735350769
USP45	2315.0
RNF123	1046.9498418356914
CACNA1C	5287.596536679281
BTNL9	2195.2820080836427
SIX6	2619.795
CFD	1002.0
KRT81	1655.331335337908
PLB1	3116.9203881861704
RASSF1	1563.6003351636305
NDUFA12	436.13903388365463
GAS6	2322.795
FAAP100	2207.9452274662362
YAF2	2117.18151536003
RP11-1212A22.4	540.2103463836263
FFAR3	1308.2055
KREMEN1	4887.214648210314
C16orf72	8714.892464048584
ZNF704	7413.921759148185
CLECL1	555.4327395524626
DEFA3	252.6585
KCNK12	6059.795
CXorf38	3213.935032443644
TUBB	2508.6824593214537
AFMID	854.1346080214753
PHF7	1540.3939362129909
LRIT3	3474.5
CCDC144NL	2638.795
OTOL1	1266.795
OR6X1	890.797
ZAR1	1292.795
GRID1	5468.945715420896
HEXDC	1209.7787121635818
SCN5A	6239.090909090909
DDX53	3461.795
IGDCC3	2113.136333333333
CMTM1	734.0460519827745
RAB11B	1078.8891022088071
KCNH7	3507.12
SLC24A3	3729.9999999999995
KLHL15	6104.795
SPRR4	565.8154999999999
OR8B8	865.797
ZNF71	3655.3080680001117
GLUD2	2325.795
NPIPA1	657.4355714285714
ZKSCAN2	7355.795
IL22	985.4005
SPSB1	1964.3662639134818
FAM208B	6682.815966662774
NLRP7	2394.590909090909
LGALS9C	1122.8962999999999
FMNL1	2043.639396057992
KRT36	1485.26
OR4C46	762.797
VTCN1	2335.2614473724743
TAS1R1	1668.2243784656484
DENND5A	3270.4591152219764
PROSC	2317.826682071273
ZNF662	3128.001090994466
LIN9	2420.0550132125077
IFITM1	685.8102307037543
KCNA4	4004.795
FAM120C	5784.317749981834
ODF4	811.6097500000001
ERMAP	3398.8138786574873
PAPPA	10791.8
PPME1	2416.710635260075
DSCR4	772.6827499999999
CRELD2	1215.4218881534064
TNRC18	2906.602926297198
PHKG2	1642.3825720096543
OR2V2	780.797
LRRC14B	1405.795
ST6GALNAC3	3503.6728645065396
COL4A5	4989.170986974286
SLC9A7	9295.364682317417
ENPP7	1849.98
OR6C76	771.797
COL7A1	9077.0
POU3F2	4731.795
CHEK2	1015.7333333333333
OR5P3	768.797
PTRHD1	937.7969999999999
SKP1	764.4520256642204
KCNH8	4969.795
APOL4	1626.0
COA3	603.8154999999999
CTAG1B	746.2001666666667
MYT1	3926.7825144644617
RNASE10	999.9345
C1QTNF8	1099.0842499999999
PLCXD3	7531.753198008446
IZUMO1R	527.2482500000001
TTC7B	7042.724302665416
SPATA8	579.30025
BRICD5	1415.3882898886568
ZNF571	1858.9832381099495
C22orf29	6324.000000753458
DNAH14	2491.1809756479506
NRROS	2396.795
LRP2BP	3780.6727192273897
ATP2C1	2335.7644307940645
OR2T29	780.797
TNFRSF18	734.7452507124062
TRMT12	2039.795
NLRP10	1266.49
OR51M1	813.797
PCP4	492.8265
IP6K2	1049.039804838269
SYNM	6670.845339109114
CIB1	985.1531438948704
ZNF26	9089.41402840786
PRSS55	897.297
KCNJ15	3138.5303000512145
RHD	2731.0
SIRT7	1567.3400000000001
ARSI	2110.8152547655545
DEFB108B	73.8631
HAX1	1006.7156771941915
COA5	1103.8805879367962
PPP2R5C	1693.0237799505774
BACE2	5975.98038252721
PTPN21	5162.017938975994
VMO1	549.1492499999999
NXPH3	1841.642126824092
ZNF92	2925.0
C19orf68	3389.0
ARMCX2	2140.9891154642087
TMTC4	2755.863481429804
DHX34	4204.795
OR2T34	789.797
SPDYE4	485.924
OR4N4	958.797
CLDN6	1028.3601666666668
OTOP3	2195.795
OR51B2	791.5
WBP2NL	2056.0
PAWR	4401.8968147849355
SH2D7	2261.800813912655
CNOT10	2493.7007378059466
DNAH11	13514.61451558374
NOP10	386.508
FES	1934.8089251365614
CLEC4G	850.0
CAPN12	1208.142264720415
KLHL22	1320.8509755502646
HCAR2	1883.795
OR4F6	820.797
TMIGD1	991.2355
OR1G1	830.797
GKN2	950.0
GIMAP6	2587.888980341244
CDYL	2364.313994152843
MCF2L2	4026.1976689633734
FOXK1	9698.639407199034
C1S	2561.043922435023
SHMT2	1491.2484062630342
THEMIS2	1992.6404423670974
KCNIP1	1252.857142857143
OR52A1	1193.4505
SDR42E1	8989.132973084683
GALNT9	1198.6666666666667
P2RX7	4993.795
OAF	2271.6297160683853
ZGPAT	1630.8769297826143
HLA-DRB1	988.9117560107488
GALR2	1196.795
MANEAL	1730.894526410807
CALN1	8372.0
SORCS2	4882.402046212626
NFAM1	5434.795
TCEAL2	917.879
NFXL1	3564.945282897525
SEPT9	2018.6542655072942
TPO	5192.0
SPNS2	3248.0
RGMA	4400.200390539969
FAM101B	3453.795
SULT1C3	747.797
BCAN	1457.0
KRTAP6-1	333.06399999999996
GP1BA	2281.503429370968
UTY	4374.554108887102
HGS	1561.5586673926457
DDIAS	1820.3908631057075
CRIP2	825.648352576334
TMEM54	813.1256741249042
LZTS3	4238.105347274492
PLEKHH1	6436.795
SPPL2C	2070.795
NKX2-5	966.4309999999999
FAM181B	3756.795
RIBC1	1225.0031773928
CCDC137	2269.0
ATPAF1	1592.456185046583
AP1S2	1789.0076067106152
RBM10	2994.8351090513233
ARL17A	2911.204648019113
TOP1MT	1547.4227616969397
EEF1G	1355.795
ALX4	5582.795
S100A7A	1588.0130000000001
ANKS1B	1512.873859718379
PRSS57	878.9675
GRPEL2	3229.799747090774
NOP56	1670.192689048586
BLZF1	2070.8647139090212
ZNF599	2422.0945659777494
RAB12	1969.795
PGBD2	2501.8156285811942
OLFML1	2421.3020965477535
TPM2	1091.9776981667674
NUPR1L	435.8595
CYLC1	1077.5625
TRIM61	752.762604793372
YBEY	584.8025485071954
GPR39	1717.9470000000001
OR52E6	793.268
OR4D9	777.797
SETD3	2385.1989121584174
MAGEA6	1161.862625
FAM47B	1952.795
ODF3B	513.8251373188269
OR2V1	780.797
KIAA0825	3726.881081538254
PTP4A3	1519.684419613562
PDLIM1	1284.795
GAST	303.3005
PMCH	598.8154999999999
C16orf54	2417.795
CRISP1	1509.6999999999998
YIF1B	838.2018554155211
MARCKSL1	1531.795
ASAH2	6681.0
HNRNPH1	982.6164202121734
OR5P2	901.797
C10orf120	681.3685
PRR23B	1728.795
LMNTD2	1481.006152592663
C1orf64	2871.795
TRIM69	1192.877357142857
NPAP1	7358.795
LRRC16A	5263.795
NPY2R	3373.0
ADAT3	1205.5710540362782
MAPK8IP2	3213.795
C19orf71	506.8265
PSG2	961.7997500000001
RGPD6	3954.7297025354856
GNB1L	2924.789282899277
NFATC3	4166.673312118081
UNC5A	3590.94
MFSD5	1599.289675352055
RIPPLY3	2067.795
NDUFB1	188.69317538472228
TSPO	645.3260915066404
OR56A3	854.797
SNN	3144.795
IL20RB	1879.795
SERPINA5	1279.070118595604
GDPGP1	2662.909441741268
CSF1	2995.8748981287736
NPW	602.3333333333334
TSHZ2	6001.953342591376
C2orf70	502.4525
KRTAP8-1	388.94449999999995
C2CD2	5653.578893177289
DAOA	1016.5305000000001
PEX26	6956.448566787681
ZNF775	1250.575366492857
PDE4B	2614.7059380403352
ZSCAN22	4461.795
FBXL7	3625.3908450939352
MFSD10	1629.8733128261329
ACSM2B	565.4841276080521
TBX1	1541.2260303972134
MEX3B	3515.7849641615558
IL25	863.20525
C6orf58	1032.795
IRX3	1464.163235016698
MBD3L5	608.8154999999999
TRIM49	1626.475
FAM43A	2326.795
MRGPRX2	1868.795
SLC16A5	1631.0327964175322
GPR132	2348.391038275836
FREM3	6561.795
TMCC2	2968.5733402746
MFSD6L	2020.795
ALDH1A3	2736.4178311102323
LPAR5	2704.269798694756
TRIM64B	2521.795
PYCR1	1316.2322471036332
C14orf80	1060.2287696549035
CNGA2	2666.795
CALHM1	2885.795
IST1	1451.4044151610824
GDF3	1071.795
POM121L7	2236.795
LRRC36	1153.004875
MOB2	1226.0
B4GALNT4	3276.795
SIVA1	580.3292444937704
GTF3C6	784.797
SLC52A2	1378.0359054478067
NEXN	2091.607118753551
UQCR10	613.850712905758
BRCC3	2204.1183284935605
ADRA2C	1741.694353191454
IDH2	1619.5894817269727
HOXB2	1394.795
CEND1	1481.7949999999998
TMEM44	1324.8798990716182
RXFP3	1684.795
ZNF616	2103.630927412102
EIF4ENIF1	2002.2117426324999
MRPL54	456.1424562606535
SKA2	1174.4622219655464
ZNF696	1459.795068045184
TRAPPC6B	2949.341733865296
DMBT1	6528.5
ZNF570	4567.310043308217
SLX1B	657.01
C10orf107	832.9291961498243
LMLN	5086.031880774762
ZDHHC23	1474.7523058444553
CRIP1	329.4147016386517
ZKSCAN8	6877.089200142105
IRF7	1759.2567899298924
RPS17	435.012889392351
DHRS7C	649.6423333333335
AMER1	8244.0
PPP1R27	1222.5537042632468
MRTO4	2147.795
ACTL10	1860.795
SV2B	11003.010892144086
F8	3597.5599337179724
SMIM10	1368.795
SLC12A1	2146.25
CTHRC1	745.7892931746981
CTNNA3	2227.163943986974
FOXL2	2749.795
WDR4	1476.5280417829977
AMY1B	1236.819875
HDDC3	1236.5751367509442
ATP6V0A2	3676.008402281249
ACTRT3	1837.795
VMA21	4450.549247030171
EP400	9221.626873918707
CREB3L2	5553.127824088437
FAM132A	868.797
EPHB3	4068.795
ATP6V0C	831.5997838869598
CYP2A13	1571.795
PRKCD	2433.7037093882836
KPNA2	1912.6992868420912
ADAMTSL5	1940.022698636597
SETD8	2210.177615483419
OR10G7	777.797
CHD3	6070.152445805032
SLC5A2	1194.5
OR2T10	771.797
DDX41	1189.36687
TGIF1	1081.5975667749303
GJC1	3829.715871570532
WFDC10B	353.5
NOMO2	3567.9709661384777
SLC22A16	1326.4354166666667
KRT79	1247.533
CDCA2	3468.733666278488
INTS5	3117.795
NOC4L	1401.708514254618
SMG1	3332.341309334883
DEFA5	282.5285
HBG1	424.35075
ZNF470	5915.611398495741
FBXO21	3711.3658904393947
LYRM4	1414.5721442975246
MAPK11	2263.795
MYADML2	2168.0
TLCD2	5803.795
NR2C1	2181.916711151247
TCEB3C	1709.795
GRIN2A	13525.0
CMTM4	1005.4264702754325
RARB	2576.0000098452992
WDR5B	3552.795
ZFP41	3838.3832924672843
HHIPL1	6559.320337948047
MX2	1957.76892361309
KDELR1	1392.2274680983533
KRT6A	2142.795
OR56A4	1041.795
HNRNPA1	1234.1001113862267
FLRT2	13326.961255706108
TMEM95	795.0
SLC37A4	2075.0
CD300C	1349.795
TMEM173	1411.685797510443
KRTAP20-2	218.918
OR2T11	840.8664999999999
ALAS2	1454.034625
ALG12	5111.375666532565
C12orf60	1516.7949999999998
DDX24	2874.5186167512284
ANKRD17	8130.644566755411
NR4A3	4030.598710774834
TMEM89	494.8265
SOCS3	2566.145
ADSSL1	1445.183651166339
PRAMEF7	1408.34
SULT4A1	2300.795
ADAP2	2262.7011657445673
DNAJA1	2213.795
MAGI1	4567.688090801261
SMIM23	253.0675
TREX2	1095.885
KANK3	1687.3475083129429
EVI2B	1760.7650877220299
PTTG1IP	2310.0210359775865
UBE2G2	1886.4156438291782
LRRC8B	5552.673211609108
SOX1	2674.795
CCR4	2927.795
RPS27L	927.6143252491677
BOLA2	844.797
COPG2	2955.9950621487815
CDK10	1599.0
NTF3	988.1804531180943
EWSR1	1682.6931947684486
IL3RA	1380.39070991064
PDE6G	621.5652259454312
BPY2	557.7855000000001
INPP5J	1928.6011363636364
PRMT3	2228.54886327661
REC114	681.0
CYP2F1	1016.0
KCND2	3830.767268979389
NPLOC4	3501.3437206866574
ENKUR	1935.0
PDGFB	1837.2134402258378
CSTF2T	3937.795
CCDC88C	6340.580071587754
DUT	851.4067096848786
MAGEA2B	797.4761874999999
CLN8	3729.956796500872
DLK1	1604.776875
RTN4RL1	3457.795
C11orf54	1436.4683700476826
DMTF1	963.2833930392197
GLRX3	1306.48298849917
NPBWR1	2519.795
PAPL	1455.0945000000002
GLTPD2	855.7969999999999
MORF4L1	1109.8676796341908
FBXW4	2315.795
PCYT2	1944.6135859939016
ASCL2	1684.795
SLC25A21	2312.775333333333
DDX59	1488.8571416830082
MTA1	1454.9785235079025
PURA	11329.8
GLRX5	1425.5001647309587
FILIP1L	2746.254448268446
KRBA2	2324.1835027589204
IKZF1	4181.394595953077
C2orf82	341.20730222160506
POFUT2	2880.738681978323
HS3ST4	3035.795
CPNE8	1989.5765975675558
POMK	1661.642207327147
ZNF789	1517.7854525993675
RBM43	3777.208630806562
OTOP2	1935.12
XKR3	1522.795
CLCNKA	2186.525
C8orf33	2509.795
NPIPA5	591.846123478977
CECR6	3955.691045670618
DGCR6	1198.1220693882062
TRAIP	1255.6728893313116
DRG1	1578.795
OR1D2	771.797
HOXD1	1807.795
CD8B	986.0
SMDT1	1399.795
P4HB	1690.0227227765795
EFCAB13	2158.829726281869
RIMBP3C	5351.165
RAI2	2042.7646279647365
SLC25A10	1719.6435512413245
CROT	2456.3170946208993
NR2C2AP	939.0557149617381
C1orf186	1267.1477496266252
MEIS3	1290.1272238303914
PKP3	2397.443110498652
SLC6A17	6259.795
ZNF703	3181.795
PSMG1	1081.514688228186
CADM1	2589.7926205124995
CALCA	634.501875
DUSP8	4289.87055979105
BMP8A	1524.795
BGN	1936.5406013077682
P4HA3	2087.685021880414
SYNDIG1L	1696.2845
PLD1	2735.073180633659
NAT8L	5418.195
C2orf71	6876.795
EIF3C	1741.1135455321037
DSE	4261.366606732441
TBK1	3057.0
KCNJ12	4449.327421889962
OR4Q3	774.797
LIMK2	2811.137096902191
FAM187A	2342.973883528476
ZNF438	2977.650637871152
RSRC2	1647.6983654167361
SS18L1	2997.043598031287
IMMP2L	472.7049637462599
RNLS	1664.2346140903146
SPATA32	1116.795
JAG2	5634.957290571299
ACTB	1744.4637926043963
ZNF345	1254.7014137124343
UPP1	1055.877597128643
DEXI	1307.6620208074187
KRT7	1586.7949999999998
RANBP1	725.6831883189174
FTL	710.797
PCSK6	2350.4727590379744
TRBV21OR9-2	202.554
CNTN2	7973.795
SEP15	1041.8795464755062
NDN	1763.795
ACSM5	1296.9803701132025
SLC35D3	2191.795
DGKA	831.373375581669
FBXL6	1603.6709134424596
OPCML	5255.719999999999
PTCH1	3673.6666666666665
ACTG1	1266.6122847917356
CSF3R	2356.496203479751
C14orf180	1837.2349999999997
PRKD1	2561.335255906316
IFNL2	569.8154999999999
DPP6	3820.108580606142
C1QTNF9	1663.625008188148
SOCS1	1057.795
OR51J1	783.797
CEP63	1831.0425060887674
EXOC7	2883.018582143508
PHF6	3932.368214028408
WSCD2	4431.120637304428
DAB1	2220.6735
EPGN	418.8103125
SRPR	2838.806824183841
ZC3H11A	4729.529432202209
KIF21B	7352.581066187611
SETD4	1375.8130133924128
FAM104B	869.1305621398342
ODF3L1	1028.795
TMPRSS2	2091.0158190302923
METTL7A	2675.153526253983
PTPRM	2587.4271003116773
KIAA1033	3272.242320502262
ROBO2	3679.8888888888887
OR10J3	822.797
AP2A2	1090.1802698125425
C2CD4C	2961.795
OR4F15	787.2894243890246
CSGALNACT1	2276.7289681928996
OR52L1	926.797
GPRASP2	3589.458202468656
PIWIL3	3071.58
CHST6	7057.552258144006
SNAI3	1564.795
C6orf120	2499.795
PRAMEF1	1992.795
RGS19	1363.156811076619
NDNL2	1513.795
FBLIM1	2150.2155640015544
ZFP1	2033.1646285707861
EMILIN3	3628.795
MRGPRG	702.797
DGAT1	3512.0
LIMS1	2834.630032517014
JRKL	2687.795
WT1	1608.5043164438466
FIGLA	554.8265
MT1H	341.9115
C7orf61	622.214829582954
KRTAP11-1	744.797
FAM129C	1925.0
DDX28	2001.795
SPDYE3	3017.795
SHC4	2960.5871733489266
KRT76	2361.795
GPR19	1150.0
TCEAL7	873.0113579909432
MARCH11	995.8475000000001
ZNRD1	616.1669362951666
CCR10	1546.2016467647309
CYB5D1	2851.389583757924
SEMA4B	2486.037402585078
HEXIM1	3432.795
HOXB4	3589.795
PLA2G6	1115.7369259062039
RIPK4	3737.125
TRIML1	1629.795
BAIAP2L2	1471.2178038499783
PTGDR2	2727.795
IL1R2	1021.25
LAMP1	2531.795
TCEB3B	2851.0
TMPRSS9	3090.4551617590023
GPR173	2396.9836028759555
OSBP2	2218.5333333333333
ZNF484	3230.659459881427
DCUN1D2	929.3333333333334
TMED9	1305.795
OR6A2	989.797
TRAK2	4101.702479728452
WDR53	951.9564365827907
TMPRSS11B	2503.795
OR5K1	929.797
OR4M2	924.2249999999999
ANXA2	1104.490351071837
TRIM49B	1680.4499999999998
RLIM	6698.771200420113
TAS2R60	789.797
DBX2	2638.795
TBL3	3589.6666666666665
XPOT	4655.125210175289
URAD	763.797
SIGIRR	891.9627878115244
LYSMD4	2165.761497513313
SIMC1	2951.93875990557
KLHDC8B	1791.795
STAC3	1084.728827355178
ASB7	3711.7230066088364
SLC22A10	1197.5815
CCDC28A	1086.9322741326687
GH2	675.6664000000001
AEN	2918.0
C11orf88	1336.3333333333333
NOG	1724.7949999999998
ANO9	2374.795
OR4F16	771.797
NLRP9	3022.0
SLC8A1	3736.3707200951335
SYN3	524.2294569857395
COLEC10	1098.795
ZNF530	517.3087897386372
SPATA31A6	4041.795
SUMO3	1500.2422085848475
MACC1	5300.6729241600115
CYP2U1	4493.143679196643
GEMIN8	1079.9961983022708
CRADD	929.8989581023642
TMEM105	3122.0
CDHR1	3429.75
FAM169B	3127.365
SPATA45	339.05449999999996
FAM43B	2404.795
IZUMO1	772.26095
RFX6	3292.795
SLIT3	7024.914746734032
RPL17-C18orf32	1202.469349587714
PRKCH	1416.310922511584
YIPF7	673.3333333333334
PHACTR1	2244.5538534706166
TNFAIP2	2562.6311369769464
LYG2	606.4388505888483
DGAT2L6	1385.795
NPTXR	5616.795
TPRN	2077.5973126060208
TMEM186	1280.795
C22orf39	1602.2434727235034
LCK	1732.3251966481475
TSKU	2924.0267460423142
MAGEA11	1438.1336666666666
UXT	416.12066900967
IQCF2	410.8965
FIGN	9337.0
MRPL40	1219.795
SMTN	1506.8466164069687
DCAF4L1	4604.795
TRIM50	1639.0351218015535
TMEM259	1972.906282944254
COPB2	2234.686137669792
ZNF804B	4136.205
TM2D3	1182.0
ZSCAN30	2977.914503430963
GPRIN3	11853.827662979302
TSEN54	1293.2239998001605
ING1	2756.6259812158355
BRWD1	7106.351409521032
AHNAK2	14006.64691146454
CCDC172	1531.795
TSSC4	1038.1580103330377
EFNA5	4473.707001865418
ANKRD45	1278.795
IGIP	3290.795
